0.001551614789,0,0
0.01841528252,0,0
0.006227545693,0,0
0.003005239773,0.00005201740849,0
0.002242987868,0.0001495103536,0
0.0008732639134,0.00002534697809,0.8679506559
0.0003351850739,0.00001255839654,0
0.001171247242,0,0
0,0,0
0,0.0009014693951,0
0,0.00001975472533,0.995435383
0,0,0
0.003812030742,0,1.02194622
0.001591216485,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.506574271,0.0003783897414,0.7467761228
5.659456008,0.0005099439062,0
16.09290465,0.00007843937029,0
17.95853098,0,0
0,0.001139333825,0.6550245098
0,0.0004597801813,0.6142969364
0,0.0005698438628,0.3662790698
0,0.001790968402,0.2121212121
0,0.08547008547,0.5348837209
0,0.00003633390862,0
0.001269397166,0.2005782986,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
20.009,0,142.561
0,0,0
0,0,0
0,0,0
0.00237866979,0.00009860798396,0
0.001936930075,0.0004319654428,0
0.004231477646,0.00005472884593,0
0,0.0002351005055,0
0,0,0
0,0,863.600
0,0,441.064
0,0,202.196
0.0003,0,164.903
0.0003,0,167.220
0.0009590950217,0.00009170189548,0
0,0,0
0,0,0
0.004653308759,0.0002439400164,0
0,0.0006444173111,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.01510574018,0
0,0,0
0.002428240787,0.0008392077878,0
0.006004251185,0,0.8946341463
0.003872321387,0.005398920216,0
0.003194276763,0.002787633046,0
0.007548274167,0.000244869974,1.004926108
0.003125274725,0.002126836814,0
0,0,0
0.9399912763,0,0
0.0007246588281,0,0.4847482082
0,0,0
0.001604475887,0.0002926029963,0
0.002392591468,0.00007278232263,0
0,0,0
0,0,0
0,0,0
0,0,0
0.005792815198,0.0001463336114,0
0.006021375884,0.1,0.7305801377
