1.739298046,11.07959011,0.0002113106011
2.043973145,14.79931019,0.00008259112079
0.5792696282,4.809976496,0
0.05225289532,0.3675599626,0.04543654722
0.01773525291,0,0.04957983193
0.03595243803,12.01638735,0
0,0,0
0,0,0
0.2773991979,0,0
0,0,0
0,0,0
0,0,0
0.002454975075,0,0.7861111111
0.02505370356,0,0.04191806923
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
667.6253257,624.2930449,0
0,2184.387247,0
651.6190542,0,0.004116133126
0,0,0
0,0,1.640978964
0,0,4.393642721
0,0,0.3126604513
0,0,0.05704041721
0,0,0.9942028986
0,0,0
0.01575261435,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.007559701493
0,0,0
0,0,0
0,0,0
0,0,0
384.112,142.561,0
0,0,0
187.455,0,0
0,0,0
0.847660841,1.042017818,0.000766606253
0.4954006979,0.4812981059,0.0005418109665
0.08061854712,0,0
0,0,0
0,0,0
0.59,0,863.600
0.00,0,441.064
0.00,0,202.196
0.00,0,164.903
0.00,0,167.220
0.06733695809,0.2692561666,0.007714026419
0,0,0
0,0,0
0.6198547753,4.934182575,0.0005612409395
0.02985640995,0.1632312316,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4.48564312,0
0.3397306345,0,0.003905363063
0.03801236601,1.379039213,0.04574554043
0.01055212285,2.789341307,0.101255887
0.5423296703,15.98436923,0
0,0,0
0,0,0
0.5713827129,2.348285706,0.002763239229
0,0,0
0.01775095945,0.4048226754,0.0221411826
0.003303476545,1.180962502,0
0,0,0
0,0,0
0,0,0
0,0,0
0.4546443346,0,0.000806419096
0.08429926238,0.3880776757,0.05319148936
