3.017314179,0.00006573792767,0,0.0245089233,0.0007773458087
0,0.0001149681776,0.002900884818,0.00261661751,0.001089529649
0,0.0001221252766,0,0.006724441727,0.001856822023
0,0.0001825385741,0.01628829612,0,0
0,0.003497570717,0,0.04456168589,0.001453098453
0,0.0001181744843,0.02437762318,0.01643001757,0.008805320727
0,0.01499812673,0,0.02099705749,0.00008701057672
0,0.0001540666794,0,0.01336039005,0.0003915506769
0,0.001295894814,0,0,0
0,0.478241181,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0.02161741941,0.01805429587,0.0006717084581,0.0001977618811
0,0.06399077094,0.01569735062,0.01545866815,0.004550879147
0,0,0,0,0
0,0,0,0.004977735974,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0.001031049003,0.0008348903092
8.956443121,0.1954659603,0.1632826108,0.001406878797,0.008136336556
8.956428339,0.2307449529,0.2560199912,0.001502412016,0.01029465479
8.956247214,0.2067558895,0.3115425198,0.00416622853,0.02981264662
8.976889444,0.2015145662,0.3827375115,0.002530880707,0.03178211643
8.972177806,0.2337592432,0.5061856944,0.00345022325,0.03103436105
0.4751565034,0,0,0,0
1.268504256,0,0,0,0
1.984024344,0,0,0,0
0.4700239808,0,0,0,0
5.427350427,0,0,0,0
0,0,0,0,0
1.056839129,0,0,0,0
1.189377544,0.0001352016539,0.007908640436,0.005841236504,0.003215961671
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,384.112,0,384.112,374.00
0,0,0,0,0
0,187.455,0,187.455,0
0,0,0,0,0
0,0.0002461301489,0.03050553753,0.02726043827,0.000365023526
0,0.003409577285,0,0.03931170065,0.001008364346
0,0.06250920692,0,0.01591055368,0.00173609223
0,0.0001249912959,0,0.01584151521,0
0,0,0,0,0
0.0001,0.00000,0.02,0.003,863.600
0.0003,0.00490,0.01,0.001,441.064
0.0000,0.00000,0.03,0.000,202.196
0.0015,0.00000,0.04,0.001,164.903
0.0009,0.00000,0.01,0.019,167.220
0,0.0001830258854,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0.0004330340511,0,0,0
0,0.2885158313,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0.001550463888,0,0.02554845601,0.003921781963
0,0.0007255502071,0,0.01726039605,0
0,0.0008892454373,0.04060537805,0.038646076,0.005137382558
1.607228573,0.0003715473105,0.008649591147,0.03283584205,0.003232078855
4.450258988,0.001090717335,0,0.01515728792,0.0006432874473
2.063423845,0.00163243956,0,0.006272527473,0
0,0,0,0,0
0,0.458747148,0,0.01748087505,0.0004026305194
0,0.0008686632922,0,0.01242993078,0
0,0.0007949054598,0,0,0
0,0.001854163777,0,0,0
0.948347142,0.03675117656,0,0.0202216487,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0.00002222215168
0,0.003040433606,0.0344269207,0.01837446762,0.001992044045
0,0.007595965678,0.07526719855,0.0210748156,0.0004817100708
