0,0.2073389305,0.2542604644
0,0,0
0,0,0
0,0,0
0,0.1684998063,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.006301981917,0
0,0,0
0,0,0
0,0,0
0,0.0000636486594,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,424.0842207,902.3685631
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.00,0.00,0
384.112,384.112,0
0.00,0.00,0
187.455,187.455,0
0.00,0.00,0
0,0.3690347735,0
0,0.3010584198,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.01612968008,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.1971699533,0.04708715942,0
